Index,authorName,authorTelegram,channelName,date,forwardedFromUrl,forwardedTitle,linkPreview,repliedTo,scrappingDate,text,viewsCount,source_file,emails,email_count,links,link_count,postTime,postStatus
33,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-02T10:00:39+00:00,https://t.me/madinahalazzizah/375,قناة تجمع اهالي ( العزيزيه - الدعيثه - ابو مرخة ),"Google Docs
  
  العمرة الدعوية Da’wah Umrah
  احدى برامج جمعية الدعوة والارشاد وتوعية الجاليات One of the programs of the Association for Call, Guidance and Communities Awareness",-,2024-11-01 14:47:25,🕋 رحلات العمرة الأسبوعية المجانية التابعة لجمعية الدعوة والإرشاد وتوعية الجاليات بالمدينة المنورة ⏰رابط التسجيل👇https://forms.gle/GnMgyBmJMgjrMTKK8يفتح الرابط يوم الثلاثاء في تمام الساعة 9:00صباحاالتسجيل للكبار فقط ويمنع حجز مقعد لمن هم دون 12سنة ومن حجز يعتبر حجزه لاغيــــــــــــــــــــــــــــــــــــــــــــــــــــــــــموعد المغادرة: الخميس بعد صلاة العصر مباشرةً                                     من جوار مسجد الشهداء موقع المغادرة👇https://maps.app.goo.gl/fGRjcXyP7nadQH3o7ــــــــــــــــــــــــــــــــــــــــــــــــــمكان الوصول: مسجد التنعيم ــــــــــــــــــــــــــــــــــــــــــــــــــموعد العودة : الجمعة الساعة السابعة صباحاً من جوار مسجد التنعيمــــــــــــــــــــــــــــــــــــــــــــــــــشروط التسجيل:الشرط الأول: لا يسجل في رابط الرحلة إلا من يتيقن من نفسه الذهاب والذي يتخلف يستبعد من التسجيل لمدة ثلاثة أشهرالشرط الثاني: يُلبس الإحرام في البيوت ويتم المرور بالميقات محاذاةً للتلبيةونؤكد على أمور:أولاً: رحلات العمرة هي رحلات مجانية ويمنع منعاً باتاً إعطاء أي مبلغ لأي شخص كائناً من كان.ثانياً: هذه الرحلات عامة لجميع المواطنين والمقيمين بالمدينة المنورة .نعتذر عن استقبال من لم يظهر اسمه في الرحلة              وصلى الله وسلم على نبينا محمد وآله وصحبه..,2.2K,jobsmadina_ypRmO3Cff4GrYwGi4_results,[],0,"['https://forms.gle/GnMgyBmJMgjrMTKK8يفتح', 'https://maps.app.goo.gl/fGRjcXyP7nadQH3o7ــــــــــــــــــــــــــــــــــــــــــــــــــمكان']",2,2024-09-02 10:00:39,Empty
34,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-01T08:49:03+00:00,-,-,-,-,2024-11-01 14:47:25,(⭕️) وظائف في (#طيران_الإمارات ✈️) ثانوية فأعلى:▪️ المؤهل (الثانوية، الدبلوم، البكالوريوس).▪️ أماكن العمل (الرياض، المدينة المنورة، جدة).▪️ الجهة (شركة طيران الإمارات).🔗 شارك الخبر عبر (واتساب):اضغط هنا◀️ تفاصيل (https://ewdifh.com/jobs/79659)➖,2.5K,jobsmadina_ypRmO3Cff4GrYwGi4_results,[],0,['https://ewdifh.com/jobs/79659)➖'],1,2024-09-01 08:49:03,Empty
35,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-02T07:30:29+00:00,-,-,-,-,2024-11-01 14:47:25,🔴 (تدريب منتهي بالتوظيف) من المركز الوطني لنظم الموارد الحكومية (ينتهي قريبًا):⭐️ تدريب منتهي بالتوظيف.⭐️ دورات تدريبية.⭐️ مكافأة شهرية.⭐️ التدريب على رأس العمل.⭐️ تأمين طبي.⭐️ إجازة سنوية مدفوعة الأجر.⭐️ التسجيل في التأمينات الاجتماعية.🔗 شارك الخبر عبر (واتساب):اضغط هنا◀️ للتقديم (https://ewdifh.com/jobs/79490)➖,2.5K,jobsmadina_ypRmO3Cff4GrYwGi4_results,[],0,['https://ewdifh.com/jobs/79490)➖'],1,2024-09-02 07:30:29,Empty
36,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-01T18:16:17+00:00,-,-,-,-,2024-11-01 14:47:25,شاغر وظيفي في شركة ملابس طبية المدينة المنورة (للسعوديين)المسمى الوظيفي:ممثل/ة  مبيعاتالمتطلبات:- +1 سنوات خبرة- خبرة في قطاع المبيعات الراتب:يبدأ الراتب من 4725 ريال للتقديم:job@drslounge.netالرجاء كتابة اسم الشاغر في عنوان الرسالة,2.6K,jobsmadina_ypRmO3Cff4GrYwGi4_results,['job@drslounge.net'],1,[],0,2024-09-01 18:16:17,Empty
37,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-02T21:26:19+00:00,https://t.me/coursemadinah/159,قناة المعاهد الخاصة و دورات اون لاين وحضوري المدينة المنورة / معهد,-,-,2024-11-01 14:47:25,يدعوكم فريق ICE التطوعي لحضور ورشة تدريبية بعنوان :   (( مهارات برنامج البوربوينت ))يوم الثلاثاء ٣٠ صفر - ٣ سبتمبرتبدأالساعة ٥ عصراً الشهادة (( شهادة حضور ))رابط البث عبر زووم :https://us02web.zoom.us/j/82008480642,2.2K,jobsmadina_ypRmO3Cff4GrYwGi4_results,[],0,['https://us02web.zoom.us/j/82008480642'],1,2024-09-02 21:26:19,Empty
38,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-02T21:35:37+00:00,-,-,-,-,2024-11-01 14:47:25,(🔴) كافة مطارات المملكة | ثانوية فأعلى:▪️ المؤهل (ثانوية، دبلوم، بكالوريوس).▪️ لا تشترط خبرة سابقة.الشركة السعودية للخدمات الأرضية تعلن وظائف شاغرة (رجال / نساء) لحملة (الثانوية فأعلى) بمجال خدمة العملاء.🔗 شارك الخبر عبر (واتساب):اضغط هنا◀️ للتقديم (https://ewdifh.com/jobs/79468)➖,2.6K,jobsmadina_ypRmO3Cff4GrYwGi4_results,[],0,['https://ewdifh.com/jobs/79468)➖'],1,2024-09-02 21:35:37,Empty
39,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-02T21:30:47+00:00,-,-,-,-,2024-11-01 14:47:25,المسمى الوظيفي:اخصائية مبيعات.المتطلبات :- ⁠سعودية الجنسية- ⁠خبرة بنفس المجال لا تقل عن سنة- ⁠التوظيف فوري- راتب شهري + مكافأة انضباط  وعمولاتالمرجو من المهتمين بوظائف شركة رائدة في مجال التجزئة إرسال السيرة الذاتية عبر البريد الإلكتروني الآتي مع ذكر المسمى الوظيفي بالعنوان: hr.jobs22@outlook.com,2.4K,jobsmadina_ypRmO3Cff4GrYwGi4_results,['hr.jobs22@outlook.com'],1,[],0,2024-09-02 21:30:47,Empty
40,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-03T03:54:31+00:00,https://t.me/coursemadinah/163,قناة المعاهد الخاصة و دورات اون لاين وحضوري المدينة المنورة / معهد,-,-,2024-11-01 14:47:25,⭕️ دورات مجانية - في اللغه الانجليزيه. دورات تدريبية مجانية (عن بعد) لتطوير مهارات اللغة الإنجليزية عبر منصة دروب.🔹 شهادات معتمدة مجانية. 🔹 الدورات عن بعد عبر الانترنت .🔹 تحسين فرصه حصولك على وظيفة. 🔗 التقديم من الرابط التالي 👇https://linkedksa.com/1118/انشرها ليستفيد الجميع ولكم الأجر,2.5K,jobsmadina_ypRmO3Cff4GrYwGi4_results,[],0,['https://linkedksa.com/1118/انشرها'],1,2024-09-03 03:54:31,Empty
41,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-06T10:41:47+00:00,https://t.me/coursemadinah/170,قناة المعاهد الخاصة و دورات اون لاين وحضوري المدينة المنورة / معهد,-,-,2024-11-01 14:47:25,تدعوكم منصة دوراتي لحضور دورة تدريبية بعنوان:(( فرصة تعلم طفلك للغة الإنجليزية من عمر ١٢ سنة وأقل ))يوم الجمعة ٣ ربيع الأول - ٦ سبتمبرتبدأ الساعة ٥ عصراً الشهادة(( شهادة حضور )) رابط البث عبر زووم :https://us02web.zoom.us/j/88601136499,2.2K,jobsmadina_ypRmO3Cff4GrYwGi4_results,[],0,['https://us02web.zoom.us/j/88601136499'],1,2024-09-06 10:41:47,Empty
42,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-09-01T11:14:16+00:00,https://t.me/coursemadinah/155,قناة المعاهد الخاصة و دورات اون لاين وحضوري المدينة المنورة / معهد,-,-,2024-11-01 14:47:25,يدعوكم ملتقى شذرات الإبداع لحضور ورشة عمل بعنوان: ((  برنامج الإكسل  ))يوم الأحد ٢٨ صفر - ١ سبتمبر تبدأ الساعة ٧.٣٠ مساءًالشهادة (( شهادة حضور ))رابط البث عبر زووم :https://us02web.zoom.us/j/85488506401?pwd=alsfZ0PtPopej980B86xeP2TOemdHe.1,2.4K,jobsmadina_ypRmO3Cff4GrYwGi4_results,[],0,['https://us02web.zoom.us/j/85488506401?pwd=alsfZ0PtPopej980B86xeP2TOemdHe.1'],1,2024-09-01 11:14:16,Empty
43,تجميع وظائف المدينة,https://t.me/jobsmadina,jobsmadina,2024-08-31T18:34:54+00:00,https://t.me/coursemadinah/151,قناة المعاهد الخاصة و دورات اون لاين وحضوري المدينة المنورة / معهد,-,-,2024-11-01 14:47:25,🟢الدفاع المدني (وظائف) في عدة مناطق بالمملكة ⭐️ (يبدأ التقديم الأحد 1446/02/28هـ):▪️أماكن العمل (الرياض، الطائف، الدمام، أبها، تبوك، المدينة المنورة، حائل، بريدة)الدفاع المدني السعودي يعلن وظائف شاغرة عبر منصة (جدارات)التفاصيل: https://itawteen.com/14479/,2.3K,jobsmadina_ypRmO3Cff4GrYwGi4_results,[],0,['https://itawteen.com/14479/'],1,2024-08-31 18:34:54,Empty
