authorName,authorTelegram,channelName,date,id,linkPreview,scrappingDate,text,viewsCount
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-03T13:30:03+00:00,9980,"منصة ترس السعودية
  
  شركه تبحث عن مدير او اخصائي موارد بشريه (انثى) - منصة ترس السعودية
  لديها خبره جيده في المنصات الحكومية والرواتب ودعم التوطين وهدف العمل شفت واحد صباحي ٦ ايام – ٨ ساعات المباشره فوراً بعد اجتياز المقابله",2024-11-06 00:54:00,شركه تبحث عن مدير او اخصائي موارد بشريه (انثى)- لديها خبره جيده في المنصات الحكومية والرواتب ودعم التوطين وهدف- العمل شفت واحد صباحي- ٦ ايام – ٨ ساعات- المباشره فوراً بعد اجتياز المقابلهللتقديم : (https://tarasjobs.com/job/968/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,2.2K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-04T13:51:49+00:00,9994,"منصة ترس السعودية
  
  تعلن شركه بوابات الصحة الطبية عن حاجتها لتخصصات التاليه - منصة ترس السعودية
  طبيب نفسي، نائب ،نائب اول الشروط : تصنيف مهني ساري المفعول",2024-11-06 00:54:00,تعلن شركه بوابات الصحة الطبية عن حاجتها لتخصصات التاليهطبيب نفسي، نائب ،نائب اولالشروط :- تصنيف مهني ساري المفعولللتقديم : (https://tarasjobs.com/job/979/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,1.7K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-04T13:55:45+00:00,9996,"منصة ترس السعودية
  
  فرصة وظيفية في وكالة إبداعية - منصة ترس السعودية
  شركة Fiftyfive تعلن عن توفر شاغر وظيفي لـمنصب “senior graphic designer” المتطلبات: خبرة سابقة في العمل مع وكالات إبداعية نبحث عن مرشح يتمتع بخبرة عملية بالعمل على مشاريع تطوير هوية لجهات حكومية وشركات كبرى خبرة بالعمل على مشاريع حملات إعلانية سنوات الخبرة:…",2024-11-06 00:54:00,فرصة وظيفية في وكالة إبداعيةشركة Fiftyfive تعلن عن توفر شاغر وظيفي لـمنصب “senior graphic designer”المتطلبات:- خبرة سابقة في العمل مع وكالات إبداعية- نبحث عن مرشح يتمتع بخبرة عملية بالعمل على مشاريع تطوير هوية لجهات حكومية وشركات كبرى- خبرة بالعمل على مشاريع حملات إعلانية- سنوات الخبرة: ٣+للتقديم : (https://tarasjobs.com/job/981/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,1.8K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-04T14:02:10+00:00,9998,"منصة ترس السعودية
  
  مطلوب للعمل في احد مستشفيات - منصة ترس السعودية
  اخصائي/ة مكافحة العدوى الشروط : خبرة لا تقل عن 5 سنوات سعودي الجنسية",2024-11-06 00:54:00,مطلوب للعمل في احد مستشفياتاخصائي/ة مكافحة العدوىالشروط :- خبرة لا تقل عن 5 سنوات- سعودي الجنسيةللتقديم : (https://tarasjobs.com/job/983/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,2.3K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-05T11:23:18+00:00,10001,"منصة ترس السعودية
  
  تعلن إحدى الشركات الرائدة في قطاع المواد الاستهلاكية عن توفر شاغر وظيفي : - منصة ترس السعودية
  بمسمى : Talent Acquisition Coordinator العمل ٦ أيـام في الأسبوع متطلبات: خبرة من ٦ شهور الى سنة في التوظيف. لغة إنجليزية متوسطة تحدثاً وكتابة. خريج بكالوريوس موارد بشرية او إدارة اعمال.",2024-11-06 00:54:00,تعلن إحدى الشركات الرائدة في قطاع المواد الاستهلاكية عن توفر شاغر وظيفي :بمسمى : Talent Acquisition Coordinatorالعمل ٦ أيـام في الأسبوعمتطلبات:- خبرة من ٦ شهور الى سنة في التوظيف.- لغة إنجليزية متوسطة تحدثاً وكتابة.- خريج بكالوريوس موارد بشرية او إدارة اعمال.للتقديم : (https://tarasjobs.com/job/985/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,1.3K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-03T13:43:48+00:00,9983,"منصة ترس السعودية
  
  تعلن شركة السلمان للتجارة عن توفر شاغر وظيفي بمسمى اخصائي مبيعات - منصة ترس السعودية
  الشروط : سعودي الجنسية",2024-11-06 00:54:00,تعلن شركة السلمان للتجارة عن توفر شاغر وظيفي بمسمى اخصائي مبيعاتالشروط :- سعودي الجنسيةللتقديم : (https://tarasjobs.com/job/971/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,1.9K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-05T11:29:37+00:00,10003,"منصة ترس السعودية
  
  مطلوب لدى شركة تشغيل وصيانة - منصة ترس السعودية
  – مدير تسويق – اخصائي تسويق -تسويق ميداني الشروط : خبرة لا تقل عن ٣ سنوات",2024-11-06 00:54:00,مطلوب لدى شركة تشغيل وصيانة– مدير تسويق– اخصائي تسويق-تسويق ميدانيالشروط :- خبرة لا تقل عن ٣ سنواتللتقديم : (https://tarasjobs.com/job/987/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,945
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-05T11:19:56+00:00,10000,,2024-11-06 00:54:00,شركة استثمارية لديها شواغر وظيفيه – لكلا الجنسيين – سعوديين فقطمدير علاقه :- خبره لا تقل عن سنه في نفس المجال- يفضل خبره في شركات التمويلللتقديم : (https://tarasjobs.com/job/984/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,1.3K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-05T11:35:21+00:00,10005,"منصة ترس السعودية
  
  تعلن احدى شركات التطوير والاستثمار العقاري عن توفر شاغر وظيفي بمسمى ( مهندس موقع ) - منصة ترس السعودية
  بكالوريوس في الهندسة المدنية الشروط : ان يكون لدى المتقدم خبرة من 3 الى 7 سنوات الدافع والعمل الجاد مع المسؤولية المتابعة والرقابة على الجودة",2024-11-06 00:54:00,تعلن احدى شركات التطوير والاستثمار العقاري عن توفر شاغر وظيفي بمسمى  ( مهندس موقع )بكالوريوس في الهندسة المدنيةالشروط :- ان يكون لدى المتقدم خبرة من 3 الى 7 سنوات- الدافع والعمل الجاد مع المسؤولية- المتابعة والرقابة على الجودةللتقديم : (https://tarasjobs.com/job/989/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,956
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-05T11:40:38+00:00,10008,"منصة ترس السعودية
  
  مطلوب مسؤول علاقات عامة - منصة ترس السعودية
  الشروط: لغة انجليزية ممتازة القدرة على استخدام الحاسب الالي (اكسل) مهارة عالية بكتابة التقارير",2024-11-06 00:54:00,مطلوب مسؤول علاقات عامةالشروط:- لغة انجليزية ممتازة- القدرة على استخدام الحاسب الالي (اكسل)- مهارة عالية بكتابة التقاريرللتقديم : (https://tarasjobs.com/job/992/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,1.1K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-05T11:37:27+00:00,10006,"منصة ترس السعودية
  
  شاغر وظيفي للجنسين بمسمى أخصائي مبيعات - منصة ترس السعودية
  المتطلبات: يُشترط سعودي الجنسية حديث تخرج لا يشترط خبرة مؤهل بكالوريوس في التسويق أو الإدارة",2024-11-06 00:54:00,شاغر وظيفي للجنسين بمسمى أخصائي مبيعاتالمتطلبات:- يُشترط سعودي الجنسية- حديث تخرج لا يشترط خبرة- مؤهل بكالوريوس في التسويق أو الإدارةللتقديم : (https://tarasjobs.com/job/990/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,981
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-05T11:26:22+00:00,10002,"منصة ترس السعودية
  
  اعلان عن وظائف شاغرة - منصة ترس السعودية
  المسمى الوظيفي : ١-مشرف محطة مجاري / الاشراف على محطات المجاري ومضخات الدفع ٢-مشغل محطة غاز / صيانة محطات الغاز وضواغط الهواء ٣-فني سباكة / صيانة واصلاح شبكات المياه والصرف الصحي المتطلبات: خبرة لا تقل عن سنة دبلوم فني : ميكانيكا او سباكة سعودي الجنسية",2024-11-06 00:54:00,اعلان عن وظائف شاغرةالمسمى الوظيفي :١-مشرف محطة مجاري / الاشراف على محطات المجاري ومضخات الدفع٢-مشغل محطة غاز / صيانة محطات الغاز وضواغط الهواء٣-فني سباكة / صيانة واصلاح شبكات المياه والصرف الصحيالمتطلبات:- خبرة لا تقل عن سنة- دبلوم فني : ميكانيكا او سباكة- سعودي الجنسيةللتقديم : (https://tarasjobs.com/job/986/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,1.0K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-04T15:33:10+00:00,9999,"Google Docs
  
  ملتقى مهنتي للأشخاص ذوي الإعاقة
  إنطلاقاً وحرصاً من مؤسسة سعي لتأهيل وتوظيف الأشخاص ذوي الإعاقة يعد ملتقى (مهنتي ) بنسخته الثانية في منطقة الشرقية تحت رعاية شخصية إعتبارية ، ملتقى فريد من نوعه يجمع أصحاب العمل و المنشآت والباحثين عن العمل من ذوي الإعاقة ، في تاريخ  4 ، 5 / ديسمبر 2024 م…",2024-11-06 00:54:00,إنطلاقاً وحرصاً من مؤسسة سعي لتأهيل وتوظيف الأشخاص ذوي الإعاقة يعد ملتقى (مهنتي ) بنسخته الثانية في منطقة الشرقيةhttps://docs.google.com/forms/d/e/1FAIpQLSeEpfBpOWE0mjJITWgU5TvdZhihbdjE6ZJBQf2aTHcXgUTbXg/viewform?pli=1,2.2K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-05T11:38:55+00:00,10007,"منصة ترس السعودية
  
  شركة تبحث عن مهندسين سعوديين - منصة ترس السعودية
  مدني – كهربائي – مشاريع خبرة لا تقل عن سنتين",2024-11-06 00:54:00,شركة تبحث عن مهندسين سعوديينمدني – كهربائي – مشاريعخبرة لا تقل عن سنتينللتقديم : (https://tarasjobs.com/job/991/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,1.0K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-05T11:31:54+00:00,10004,"منصة ترس السعودية
  
  شاغر وظيفي في مجال الترفية بمسمى مشرفة اطفال - منصة ترس السعودية
  الشروط: المؤهل: دبلوم – بكالوريوس (رياض اطفال-طفولة مبكرة-دراسات طفولة) او أي تخصص ذو صلة الجنسية سعودية يُفضّل من لديها خبرة في مجال الترفيه او مجال الأطفال حسنة المظهر",2024-11-06 00:54:00,شاغر وظيفي في مجال الترفية بمسمى مشرفة اطفالالشروط:- المؤهل: دبلوم – بكالوريوس (رياض اطفال-طفولة مبكرة-دراسات طفولة) او أي تخصص ذو صلة- الجنسية سعودية- يُفضّل من لديها خبرة في مجال الترفيه او مجال الأطفال- حسنة المظهرللتقديم : (https://tarasjobs.com/job/988/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,953
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-03T14:08:55+00:00,9988,"منصة ترس السعودية
  
  تعلن شركة رائدة في مجالها عن توفر شاغر أخصائية مشتريات - منصة ترس السعودية
  متطلبات الوظيفة: سعودي/ة حاصل/ة على بكالوريوس او دبلوم في المشتريات سنوات الخبرة: سنة يفضل المعرفة باللغة الإنجليزية",2024-11-06 00:54:00,تعلن شركة رائدة في مجالها عن توفر شاغر  أخصائية مشترياتمتطلبات الوظيفة:- سعودي/ة- حاصل/ة على بكالوريوس او دبلوم في المشتريات- سنوات الخبرة: سنة- يفضل المعرفة باللغة الإنجليزيةللتقديم : (https://tarasjobs.com/job/976/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,3.2K
منصة ترس | JOBS,https://t.me/Taras_saudi,Taras_saudi,2024-11-05T12:02:46+00:00,10009,"منصة ترس السعودية
  
  شركة تحصيل مالي تعلن عن توفر فرص وظائف شاغرة للكوادر السعودية فقط على وظائف (محاسبين) - منصة ترس السعودية
  الشروط : خبره 4 سنوات واكثر في مجال المحاسبة دبلوم او بكالوريوس محاسبة",2024-11-06 00:54:00,إعلان وظيفة: مسؤول/ة تطوير الأعمالوصف الوظيفة:نبحث عن مسؤول/ة تطوير أعمال لدعم نمو الشركة عبر استكشاف فرص جديدة وبناء علاقات مع العملاء والشركاءبناء علاقات قوية مع العملاء والشركاءتحليل الأسواق والاتجاهاتإعداد تقارير دورية وتقديم عروض للعملاءالمتطلبات:- بكالوريوس في إدارة الأعمال أو مجال ذي صلة- خبرة ٣ سنوات في تطوير الأعمال- مهارات تواصل وتحليل…للتقديم : (https://tarasjobs.com/job/993/)انشر سيرتك الذاتية عند 3000 شركة :Tarasksa.com,1.5K
